category,itemId,parentCategory,title,imageUrl,itemHashint64,upc,modifiedDate,createdDate,department,popularityIndex,brand,isActive
LED UNDERCABINET,122234,CABINET & ACCENT LIGHTING,Plug-In Cabinet LED Light Linking LED Bar Kit,http://images.example.com/product/converted/755284/755284000498.jpg,737775157135443,755284000498,2013-02-08 10:09:33,2013-01-23 01:59:26,LIGHTING,NULL,Utilitech,0
AUTOMOTIVE CONSUMABLES,322541,"TRUCK, TRAILERS & ACCESSORIES",Extraguard Oil Filter,http://images.example.com/product/converted/009100/009100381101.jpg,744369714382859,009100381101,2013-02-08 10:10:51,2013-01-23 02:10:12,HARDWARE,NULL,FRAM,0
CHROME BATH HARDWARE,272405,BATH DECOR,DRP MONTEREY TOWELRING POL CHROME,http://images.example.com/product/converted/011296/011296207141.jpg,747571715743169,011296207141,2013-02-08 10:10:32,2013-01-23 02:07:31,FASHION PLUMBING,NULL,Gatco,0
ELECTRICAL PLIERS/WRENCHES,291501,ELECTRICAL TOOLS,Pliers,http://images.example.com/product/converted/783310/783310547402.jpg,756096809294074,783310547402,2013-02-08 10:10:38,2013-01-23 02:08:14,TOOLS,NULL,Greenlee,0
LIVE NURSERY-SHD & FLR. CONT. TREES,391348,SHRUBS/TREES,3.25-Gallon Bay Laurel (L8924),http://images.example.com/product/converted/000000/000000000000.jpg,757353635378823,758333615889,2013-02-08 10:11:27,2013-01-23 02:14:55,NURSERY & GARDENING,NULL,Unbranded,0
INDOOR TRADITIONAL CEILING FANS,134743,CEILING FANS,"DRP 56"" EXETER CFAN",http://images.example.com/product/converted/646253/646253000253.jpg,761258670240717,646253000253,2013-02-08 10:09:37,2013-01-23 02:00:02,LIGHTING,NULL,Harbor Breeze,0
ORNAMENTAL CONCRETE,11205,PONDS/WATER GARDENING,"12""H x 16""W x 12""D Concrete Basket",http://images.example.com/product/converted/766063/766063270094.jpg,778059276160456,766063270094,2013-02-08 10:09:29,2013-01-23 01:51:25,OUTDOOR FASHIONS,NULL,Unbranded,0
PRE-HUNG: MOLDED SOLID CORE 6 PANEL,120574,INTERIOR DOORS,"24"" 6 PNL MLD TX SC UT RH PFJ 351",http://images.example.com/product/converted/000000/000000000000.jpg,798874110018850,030151087766,2013-02-08 10:09:32,2013-01-23 01:59:21,MILLWORK,NULL,Safe 'N Sound,0
ELECTRICAL-CONDUIT HANGING SYSTEMS,74911,ELECTRICAL CONDUIT & FITTINGS,"ANGLE BRACKET 1/2""",http://images.example.com/product/converted/616013/616013108246.jpg,800860206649515,616013108246,2013-02-08 10:12:02,2013-01-23 01:56:25,ROUGH ELECTRICAL,NULL,SUPERSTRUT,0
SMALL SAFES,352056,INTERIOR SECURITY,0.22 Cu. Ft. Cash Box,http://images.example.com/product/converted/049074/049074004965.jpg,806476717794231,049074004965,2013-02-08 10:11:07,2013-01-23 02:12:12,HARDWARE,NULL,SentrySafe,0
SOS FAUCETS,184779,SOS FAUCETS,SOSE REVIVAL R-TEMP VALVE/TRADL,http://images.example.com/product/converted/040688/040688795683.jpg,830185060422512,040688795683,2013-02-08 10:09:58,2013-01-23 02:03:04,FASHION PLUMBING,NULL,KOHLER,0
REPLACEMENT CUSHIONS,17591,PATIO FURNITURE,Green Striped UV-Protected Outdoor Accent Pillow,http://images.example.com/product/converted/846186/846186031632.jpg,837590813538486,846186031632,2013-02-08 10:09:55,2013-01-23 01:51:55,OUTDOOR FASHIONS,NULL,allen + roth,0
SOS SE DELTA LAVATORY & BATH FAUCET,250501,SOS FAUCETS,SOSE LG NEO CROSS HNDL 2 PB,http://images.example.com/product/converted/034449/034449364294.jpg,840419256644038,034449364294,2013-02-08 10:10:24,2013-01-23 02:06:42,FASHION PLUMBING,NULL,Delta,0
NEW SERV-A-LITE,75179,WIRING DEVICES,75-Watt Black Hard-Wired Lamp Socket,http://images.example.com/product/converted/039008/039008773487.jpg,887125361673070,039008773487,2013-02-08 10:12:02,2013-01-23 01:56:26,ROUGH ELECTRICAL,NULL,SERVALITE,0
ELECTRIC FIREPLACES AND STOVES,328246,SEASONAL HEATING,58-in Cocoa Cherry Electric Fireplace,http://images.example.com/product/converted/611768/611768069965.jpg,888823475582339,611768069965,2013-02-08 10:10:54,2013-01-23 02:10:33,OUTDOOR FASHIONS,NULL,allen + roth,0
ROOFING AND SIDING/TRIM NAILS,328371,NAILS & SCREWS,5 lb 11-1/2-Gauge 2-1/2-in Coated Hardboard Siding Nails,http://images.example.com/product/converted/764666/764666568822.jpg,920025628676127,764666568822,2013-02-08 10:10:54,2013-01-23 02:10:34,HARDWARE,NULL,Grip-Rite,0
CEILING TILE ACCESSORIES/GRID,291783,CEILINGS,12 Oz. White Flat Spray Paint,http://images.example.com/product/converted/042369/042369521956.jpg,926795627280704,042369521956,2013-02-08 10:10:38,2013-01-23 02:08:15,BUILDING MATERIALS,NULL,Armstrong,0
REMOTE CONTROLS,436188,MULTIMEDIA - RE,TRACFONE LG530 CELL PHONE,http://images.example.com/product/converted/000000/000000000000.jpg,928326364770246,616960036654,2013-02-08 10:11:42,2013-01-23 02:16:55,ROUGH ELECTRICAL,NULL,TracFone,0
5X8 RUGS,322798,RUGS,Bedford 5-ft 3-in x 7-ft 6-in Rectangular Green Transitional Area Rug,http://images.example.com/product/converted/748679/748679260454.jpg,937578984280789,748679260454,2013-02-08 10:10:52,2013-01-23 02:10:13,WIND/WALLS,NULL,Oriental Weavers of America,0
SECURITY DOORS - COLUMBIA,75684,EXTERIOR SECURITY,38-3/4-in x 81-in Calypso Almond Powder Coat Steel Security Door,http://images.example.com/product/converted/046835/046835025139.jpg,950511129719632,046835025139,2013-02-08 10:12:02,2013-01-23 01:56:28,MILLWORK,NULL,Gatehouse,0
MIX & MATCH PENDANTS,266563,MINI-PENDANT LTG & REPL GLASS,5-in White Scale Glass Mini Pendant Shade,http://images.example.com/product/converted/080629/080629328822.jpg,954545687848055,080629328822,2013-02-08 10:10:29,2013-01-23 02:07:17,LIGHTING,NULL,Portfolio,0
WIRE-WELD GALVANIZED FRAMING NAILS,286304,PNEUMATICS,"2-1/2"" x 0.113 Framing Pneumatic Nail",http://images.example.com/product/converted/077914/077914038795.jpg,965946196821002,077914038795,2013-02-08 10:10:36,2013-01-23 02:07:59,TOOLS,NULL,STANLEY-BOSTITCH,0
INDOOR CONTEMPORARY CEILING FANS,75849,CEILING FANS,52-in Avian Brushed Nickel Ceiling Fan with Light Kit,http://images.example.com/product/converted/803390/803390601167.jpg,987260309110240,803390601167,2013-02-08 10:12:02,2013-01-23 01:56:28,LIGHTING,NULL,Harbor Breeze,0
SANDPAPER,195386,ROTARY TOOLS & ACCESSORIES,5-Pack 120-Grit 3-in W x 18-in L Sanding Belt Sandpaper,http://images.example.com/product/converted/082354/082354070304.jpg,994777392489064,082354070304,2013-02-08 10:10:01,2013-01-23 02:03:34,TOOLS,NULL,Gator,0
SNOW TOOLS,122055,LAWN & GARDEN TOOLS,"34-1/2""L Ice Scraper/Brush",http://images.example.com/product/converted/048374/048374800529.jpg,998471931239367,048374800529,2013-02-08 10:09:33,2013-01-23 01:59:25,NURSERY & GARDENING,NULL,Hopkins,0
STORAGE BUILDINGS WOOD KIT,326914,OUTDOOR STORAGE,4X8 ACADIA WITH FLOOR KIT,http://images.example.com/product/converted/000000/000000000000.jpg,1008128110937188,725668200189,2013-02-08 10:10:53,2013-01-23 02:10:25,LUMBER,NULL,Unbranded,0
FLOOR LAMPS,328687,DECOR LAMPS,PFOLIO SWNGRM MGNIFIER W/FLR STND,http://images.example.com/product/converted/082785/082785366106.jpg,1008695362275630,082785366106,2013-02-08 10:10:54,2013-01-23 02:10:36,LIGHTING,NULL,Portfolio,0
JUVENILE PRODUCTS,396411,HAND TOOLS,2-Piece Screwdriver Set,http://images.example.com/product/converted/820909/820909627036.jpg,1017358987388428,820909627036,2013-02-08 10:11:29,2013-01-23 02:15:12,TOOLS,NULL,Build and Grow,0
STOCK CORDLESS CELLULAR SHADES,374867,WINDOW TREATMENTS - BLINDS & SHADES,32-in W x 72-in L White Light Filtering Pleated Shade,http://images.example.com/product/converted/766686/766686750904.jpg,1024803741726101,766686750904,2013-02-08 10:11:18,2013-01-23 02:14:00,WIND/WALLS,NULL,allen + roth,0
SOLAR KITS,12880,LANDSCAPE LIGHTING,2-Pack Iron Solar-Powered Light,http://images.example.com/product/converted/000000/000000000000.jpg,1030153410166319,873046003881,2013-02-08 10:09:35,2013-01-23 01:51:35,LIGHTING,NULL,Yards & Beyond,0
STOCK LAMINATE SAMPLES,333722,STOCK LAMINATE,Embossed Oak Wood Planks,http://images.example.com/product/converted/816366/816366385947.jpg,1030477844864674,816366385947,2013-02-08 10:10:57,2013-01-23 02:11:01,FLOORING,NULL,SwiftLock Plus,0
LIVE NURSERY-CACTI & SUCCULENTS,193087,HOUSE PLANTS,"3.25"" FAIRY CASTLE W/STRAWFLOWER",http://images.example.com/product/converted/000000/000000000000.jpg,1034798323874793,696692900294,2013-02-08 10:10:01,2013-01-23 02:03:27,NURSERY & GARDENING,NULL,Unbranded,0
DOOR SAFETY,301641,DOOR & WINDOW HARDWARE,2-Pack Die-Cast Horizontal Sliding Window Locks,http://images.example.com/product/converted/000000/000000000000.jpg,1046419456897688,049793098092,2013-02-08 10:10:42,2013-01-23 02:08:48,HARDWARE,NULL,Prime-Line,0
FLOOR COATINGS - ACCESSORIES & PREP,17382,UTILITY PAINT,SharkGrip Slip Resistant Concrete Stain Additive,http://images.example.com/product/converted/752714/752714550059.jpg,1054234617169943,752714550059,2013-02-08 10:09:54,2013-01-23 01:51:54,PAINT,NULL,H&C,0
STONE PEAK,300332,CERAMICS,6-in x 6-in Sorrento Noce Glazed Porcelain Wall Tile,http://images.example.com/product/converted/843674/843674035899.jpg,1055995866929578,843674035899,2013-02-08 10:10:42,2013-01-23 02:08:44,FLOORING,NULL,StonePeak Ceramics Inc.,0
SAFETY EQUIPMENT,149050,SAFETY,ELEVATION PREMIUM HARNESS - LARGE,http://images.example.com/product/converted/000000/000000000000.jpg,1059953766635361,,2013-02-08 10:09:44,2013-01-23 02:01:03,HARDWARE,NULL,3M,0
BASIC PLEATED AIR FILTERS,128421,AIR FILTERS,3-Pack 14-in x 30-in x 1-in Pleated Air Filter,http://images.example.com/product/converted/031949/031949149789.jpg,1061221753456904,031949149789,2013-02-08 10:09:35,2013-01-23 01:59:42,ROUGH PLUMBING,NULL,Energy Aire,0
LED UNDERCABINET,334674,CABINET & ACCENT LIGHTING,5MM SLIM LINE PUCK 1/PK BLACK,http://images.example.com/product/converted/000000/000000000000.jpg,1071859543676104,047235611472,2013-02-08 10:10:58,2013-01-23 02:11:06,LIGHTING,NULL,Westek,0
WET/DRY VAC ACCESSORIES,71254,WET DRY VAC,5-Pack 8 Gallon Disposable Collection Bags,http://images.example.com/product/converted/026282/026282906618.jpg,1086453334387602,026282906618,2013-02-08 10:12:00,2013-01-23 01:56:02,TOOLS,NULL,Shop-Vac,0
SEASONAL CURTAINS,9491,SOFT WINDOW,"OUTDOOR TRELLIS 96""",http://images.example.com/product/converted/000000/000000000000.jpg,1087835693306948,034086705252,2013-02-08 10:12:12,2013-01-23 01:51:16,WIND/WALLS,NULL,Solaris,0
MOULDING - PRECUT LENGTHS,64558,MOULDINGS,PNE BASE L 633 COL 3-1/4 X 8',http://images.example.com/product/converted/000000/000000000000.jpg,1110768024031668,718538038449,2013-02-08 10:11:55,2013-01-23 01:55:30,MILLWORK,NULL,Unbranded,0
CABLE TIES,163545,ELECTRICAL ACCESSORIES,50-Pack Nylon Cable Ties,http://images.example.com/product/converted/728494/728494145662.jpg,1111516733899775,728494145662,2013-02-08 10:09:49,2013-01-23 02:01:56,ROUGH ELECTRICAL,NULL,Catamount,0
BULK FASTENERS-GALV/STAINLESS STEEL,61941,FASTENERS,CARRIAGE BOLT GALV 3/8-16X1-1/,http://images.example.com/product/converted/000000/000000000000.jpg,1122699097072202,008236349146,2013-02-08 10:11:54,2013-01-23 01:55:19,HARDWARE,NULL,The Hillman Group,0
FLEXIBLE LIGHTING PRODUCTS,146228,CABINET & ACCENT LIGHTING,D  DRP FLEXOLIGHT 48' ROPE CLR,http://images.example.com/product/converted/755284/755284008272.jpg,1124775510035750,755284008272,2013-02-08 10:09:43,2013-01-23 02:00:53,LIGHTING,NULL,Portfolio,0
VANITY LIGHTING,33271,VANITY LIGHTING,Brushed Nickel Bathroom Vanity Light,http://images.example.com/product/converted/000000/000000000000.jpg,1134963583044517,725916104795,2013-02-08 10:10:57,2013-01-23 01:53:10,LIGHTING,NULL,Style Selections,0
PLUMBING-BRASS & PLASTIC FITTINGS,416811,PLUMBING REPAIR SUPPLIES,5-Pack 5/8-in x 3/4-in Threaded Union Fitting,http://images.example.com/product/converted/098268/098268620900.jpg,1138801874665672,098268620900,2013-02-08 10:11:34,2013-01-23 02:16:05,ROUGH PLUMBING,NULL,Watts,0
BATTERIES,335991,OPE MAINTENANCE / ACCESSORIES,EXIDE CUTTING EDGE U1L 235 CCA,http://images.example.com/product/converted/000000/000000000000.jpg,1163693973117722,017724265936,2013-02-08 10:10:58,2013-01-23 02:11:12,OUTDOOR POWER EQUIPMENT,NULL,EXIDE,0
CONSUMER TIMERS,396275,TIMERS & LIGHTING CONTROL,Residential Timer Tripper Pin,http://images.example.com/product/converted/085267/085267560726.jpg,1172409697995014,085267560726,2013-02-08 10:11:29,2013-01-23 02:15:12,ROUGH ELECTRICAL,NULL,Honeywell,0
PLUMBING-P/F-ABS DWV FITTINGS,276096,FITTINGS,1-1/4 C/O ADAP W/PLUG,http://images.example.com/product/converted/000000/000000000000.jpg,1179454626819033,662671105301,2013-02-08 10:10:34,2013-01-23 02:07:41,ROUGH PLUMBING,NULL,Canplas,0
LIVE NURSERY-CONIFER/EVERGREEN SHRU,51459,SHRUBS/TREES,2.25-Gallon Bird's Nest Spruce (L3936),http://images.example.com/product/converted/009259/009259584033.jpg,1180337451141410,009259584033,2013-02-08 10:11:49,2013-01-23 01:54:34,NURSERY & GARDENING,NULL,Unbranded,0
MIX & MATCH LAMP BASES,102591,DECOR LAMPS,Brushed Steel Accent Lamp Base,http://images.example.com/product/converted/082803/082803007363.jpg,1180426967640796,082803007363,2013-02-08 10:09:25,2013-01-23 01:58:20,LIGHTING,NULL,Portfolio,0
WINDOWS-ALUM-BETTERBILT,431336,WINDOWS,32-in x 52-in 3040TX Series Aluminum Double Pane New Construction Single Hung Window,http://images.example.com/product/converted/167447/167447531402.jpg,1183048457835284,167447531402,2013-02-08 10:11:40,2013-01-23 02:16:45,MILLWORK,NULL,BetterBilt,0
PRE-HUNG - LAUAN AND BIRCH,8878,INTERIOR DOORS,30-in x 80-in Hollow Lauan Left-Hand Interior Single Prehung Door,http://images.example.com/product/converted/030151/030151031424.jpg,1211588468268753,030151031424,2013-02-08 10:12:09,2013-01-23 01:51:13,MILLWORK,NULL,ReliaBilt,0
METAL DUCTWORK,354915,YEAR ROUND HEATING,"6""D x 8-1/4""L Galvanized Metal Duct",http://images.example.com/product/converted/687384/687384856593.jpg,1212971398743928,687384856593,2013-02-08 10:11:09,2013-01-23 02:12:31,ROUGH PLUMBING,NULL,Standex ADP,0
BIRD FEEDERS,123267,BIRD FEEDERS & BIRD SEED,Plastic Hopper Bird Feeder,http://images.example.com/product/converted/016544/016544023610.jpg,1219697067410944,016544023610,2013-02-08 10:09:33,2013-01-23 01:59:29,OUTDOOR FASHIONS,NULL,Pennington,0
DOORS - COMPONENTS,229858,MOULDINGS,3-Piece 11/16-in x 2-1/4-in x 7-ft Primed Composite Casing Moulding (Pattern 356),http://images.example.com/product/converted/753126/753126100238.jpg,1247616484077456,753126100238,2013-02-08 10:10:15,2013-01-23 02:05:21,MILLWORK,NULL,EverTrue,0
FOUNTAINS,248483,PONDS/WATER GARDENING,Kids Playing Fountain,http://images.example.com/product/converted/755305/755305462304.jpg,1261092884695212,755305462304,2013-02-08 10:10:23,2013-01-23 02:06:37,OUTDOOR FASHIONS,NULL,Southern Patio,0
PONDS & ACCESSORIES,8006,PONDS/WATER GARDENING,8 Oz. Water Garden Water Clarifier,http://images.example.com/product/converted/871980/871980400834.jpg,1269634188794407,871980400834,2013-02-08 10:12:04,2013-01-23 01:51:08,OUTDOOR FASHIONS,NULL,smartpond,0
PLYWOOD - SANDED/FINISHED,12223,FINISHED PANELS,1/4 AC PINE EXT.,http://images.example.com/product/converted/099167/099167469430.jpg,1275565528590031,099167469430,2013-02-08 10:09:33,2013-01-23 01:51:32,LUMBER,NULL,Unbranded,0
STAINLESS STEEL PULLOUT,356750,KITCHEN FAUCETS,Jordan Stainless 1-Handle Pull-Out Kitchen Faucet,http://images.example.com/product/converted/034449/034449657303.jpg,1282185118112332,034449657303,2013-02-08 10:11:10,2013-01-23 02:12:40,FASHION PLUMBING,NULL,Delta,0
LIVE NURSERY-CITRUS TREES,376783,SHRUBS/TREES,1.0 GAL TANGERINE,http://images.example.com/product/converted/000000/000000000000.jpg,1286135779603605,783975609941,2013-02-08 10:11:20,2013-01-23 02:14:08,NURSERY & GARDENING,NULL,Unbranded,0
TC EASTERN WHITE PINE #1 - #2 BOARD,280493,WHITEWOOD BOARDS,1X4X6 TOP CHOICE EWP KNOTTY S4S,http://images.example.com/product/converted/000000/000000000000.jpg,1298639118694463,899544001259,2013-02-08 10:10:35,2013-01-23 02:07:50,LUMBER,NULL,Top Choice,0
GALVANIZED NAILS / SPIKES,267199,NAILS & SCREWS,6HOT GALV SPIRAL SPIKES PC,http://images.example.com/product/converted/000000/000000000000.jpg,1298830428110445,764666550766,2013-02-08 10:10:30,2013-01-23 02:07:19,HARDWARE,NULL,Grip-Rite,0
KRYLON SPRAY PAINT,402699,SPRAYS & ENAMELS,12 Oz. Gold Flat Spray Paint,http://images.example.com/product/converted/724504/724504017011.jpg,1320727204937039,724504017011,2013-02-08 10:11:31,2013-01-23 02:15:36,PAINT,NULL,Krylon,0
METAL DUCTWORK,126126,YEAR ROUND HEATING,7-in x 8-in Galvanized Duct,http://images.example.com/product/converted/063467/063467874959.jpg,1333805392756241,063467874959,2013-02-08 10:09:34,2013-01-23 01:59:36,ROUGH PLUMBING,NULL,IMPERIAL,0
LIVE NURSERY-SHD & FLR. CONT. TREES,26084,SHRUBS/TREES,3.25-Gallon Jacaranda Tree (L3971),http://images.example.com/product/converted/090346/090346028837.jpg,1334222739948205,090346028837,2013-02-08 10:10:28,2013-01-23 01:52:38,NURSERY & GARDENING,NULL,Unbranded,0
TUB/SHOWER DOORS,214224,BATHING FIXTURES,STERLING 5900S SHOWER HARDWARE,http://images.example.com/product/converted/000000/000000000000.jpg,1336480854210202,087206294624,2013-02-08 10:10:08,2013-01-23 02:04:32,FASHION PLUMBING,NULL,Sterling,0
AIR FRESHENERS,61365,CLEANERS,Freshmatic Fresh Water Refill Air Freshener,http://images.example.com/product/converted/062338/062338795539.jpg,1349939878529429,062338795539,2013-02-08 10:11:54,2013-01-23 01:55:17,SHELVING & HOUSEWARES,NULL,Airwick,0
SPECIALTY,334508,SPRAYS & ENAMELS,12 Oz. Old Bronze Spray Paint,http://images.example.com/product/converted/020066/020066197797.jpg,1357417269925191,020066197797,2013-02-08 10:10:58,2013-01-23 02:11:05,PAINT,NULL,Rust-Oleum,0
TREATED BORATES,208801,TREATED LUMBER,2 x 10 x 20 #2 Pressure Treated Lumber,http://images.example.com/product/converted/098411/098411003284.jpg,1368645640807056,098411003284,2013-02-08 10:10:06,2013-01-23 02:04:13,LUMBER,NULL,Top Choice,0
FIBERGLASS PLANTERS,337707,OUTDOOR/INDOOR PLANTERS,CHURCHILL PLANTER CUBE,http://images.example.com/product/converted/000000/000000000000.jpg,1371779040680082,773392087736,2013-02-08 10:11:00,2013-01-23 02:11:21,OUTDOOR FASHIONS,NULL,Unbranded,0
LIVE NURSERY ORCHIDS,386600,HOUSE PLANTS,1.75-Quart Orchid,http://images.example.com/product/converted/079925/079925023623.jpg,1373702278690638,079925023623,2013-02-08 10:11:25,2013-01-23 02:14:41,NURSERY & GARDENING,NULL,BETTER-GRO,0
LAWN & GARDEN - STRNG TRIMMERS-GAS,90045,TRIMMER / EDGER / AUGERS,25cc 4-Cycle 18-in Straight Gas String Trimmer,http://images.example.com/product/converted/084931/084931833234.jpg,1375805093411062,084931833234,2013-02-08 10:12:09,2013-01-23 01:57:17,OUTDOOR POWER EQUIPMENT,NULL,Troy-Bilt,0
FLOOR COATINGS - ACCESSORIES & PREP,313112,UTILITY PAINT,Gallon Interior/Exterior Satin Porch and Floor Clear Paint,http://images.example.com/product/converted/015944/015944106015.jpg,1388196661128422,015944106015,2013-02-08 10:10:46,2013-01-23 02:09:20,PAINT,NULL,Seal-Krete,0
NO LEAD VALVE FITTINGS,368041,INLINE & WATER DELIVERY VALVES,3/4-in Lead-Free Vacuum Relief Valve,http://images.example.com/product/converted/098268/098268576689.jpg,1396780308645632,098268576689,2013-02-08 10:11:15,2013-01-23 02:13:36,ROUGH PLUMBING,NULL,Watts,0
TOOL LUBRICANTS,144057,"TOOL, LAWN & GAR LUBRICANTS & SPECI",WD40 BIG BLAST 18OZ CAN,http://images.example.com/product/converted/000000/000000000000.jpg,1398641059031519,079567100164,2013-02-08 10:09:42,2013-01-23 02:00:38,OUTDOOR POWER EQUIPMENT,NULL,WD-40,0
STONE PEAK,253937,CERAMICS,3-in x 12-in Augustus Smoke Ceramic Listello Tile,http://images.example.com/product/converted/786098/786098010083.jpg,1403964204387799,786098010083,2013-02-08 10:10:25,2013-01-23 02:06:53,FLOORING,NULL,Unbranded,0
WOOD CLOSETS - ALLEN + ROTH,339275,CLOSET SYSTEMS,Natural Wood Closet Shelf,http://images.example.com/product/converted/764053/764053458569.jpg,1405127853987661,764053458569,2013-02-08 10:11:01,2013-01-23 02:11:35,SHELVING & HOUSEWARES,NULL,allen + roth,0
CONVERSATIONAL,421524,PATIO FURNITURE,5-Piece Gatewood Patio Conversation Set,http://images.example.com/product/converted/400004/400004215248.jpg,1419197690772794,400004215248,2013-02-08 10:11:36,2013-01-23 02:16:24,OUTDOOR FASHIONS,NULL,Unbranded,0
SOS BATH ACCESSORIES,250569,SOS BATH D?COR,"24"" Fino Satin Nickel/Polished Chrome Towel Bar",http://images.example.com/product/converted/747872/747872101557.jpg,1432575233243144,747872101557,2013-02-08 10:10:24,2013-01-23 02:06:43,FASHION PLUMBING,NULL,Giagni,0
SOS SE MOEN LAVATORY & BATH FAUCETS,237574,SOS FAUCETS,SOSE TRIM KIT 2 HDL ROMAN TUB,http://images.example.com/product/converted/026508/026508048122.jpg,1435965960049746,026508048122,2013-02-08 10:10:18,2013-01-23 02:05:48,FASHION PLUMBING,NULL,Moen,0
PLUMBING-SINK STRAINERS,160064,PLUMBING REPAIR SUPPLIES,"Replacement Adjustable Post Cast Brass Strainer Basket, Brushed Nickel",http://images.example.com/product/converted/046224/046224039150.jpg,1440019061969641,046224039150,2013-02-08 10:09:48,2013-01-23 02:01:40,ROUGH PLUMBING,NULL,Keeney Mfg. Co.,0
CHAIN AND ROPE ACCESSORIES,62767,"ROPE, CHAIN & TIEDOWNS","3/8""SWIVEL SPRING SNAP (-46634)",http://images.example.com/product/converted/000000/000000000000.jpg,1450897529419267,020418201073,2013-02-08 10:11:54,2013-01-23 01:55:23,HARDWARE,NULL,Covert,0
MR LANDSCAPER,320748,IRRIGATION,2-Pack 1/4-in Acetal Drip Irrigation Flow Controller,http://images.example.com/product/converted/720413/720413203101.jpg,1452303756262770,720413203101,2013-02-08 10:10:50,2013-01-23 02:10:07,ROUGH PLUMBING,NULL,Mister Landscaper,0
